developer,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01
dev_synapze,0,0,0,1,0,0,0,0,0,0,0,0
dev_MrMorice,0,0,0,1,0,0,0,0,0,0,0,0
dev_BatDroid,0,1,0,0,0,0,0,0,0,0,0,0
dev_Autapomorph,0,1,0,0,0,0,0,0,0,0,0,0
dev_jackstevenson,0,0,0,0,1,0,0,0,0,0,0,0
dev_alpha0010,0,3,0,0,0,0,0,0,0,0,0,0
dev_teslagovbot,0,0,0,0,1,0,0,0,0,0,0,0
dev_glen-84,0,1,0,0,1,0,1,0,1,0,0,0
dev_sudo-kaizen,0,0,0,0,0,1,0,0,0,0,0,0
dev_naftalibeder,0,0,1,0,0,0,0,0,0,0,0,0
dev_gefymarcos,0,0,0,0,0,0,0,0,0,2,0,0
dev_UsamaIkraam0099,0,0,0,0,0,0,0,2,0,0,0,0
dev_zx-zx22,0,0,0,0,0,0,0,0,1,0,0,0
dev_vemarav,0,0,0,0,0,0,0,0,0,0,0,4
dev_johnhayesio,0,1,0,0,0,0,0,0,0,0,0,0
dev_Delwalt,0,0,0,0,0,0,0,0,0,0,1,0
dev_konglomora,0,0,0,0,0,0,0,0,0,0,1,0
dev_Richienb,3,0,0,0,0,0,0,0,0,0,0,0
dev_nickgieschen,1,0,0,0,0,0,0,0,0,0,0,0
dev_jiyinyiyong,0,1,0,0,0,0,0,0,0,0,0,0
dev_Xenfo,0,0,3,0,3,0,0,0,3,0,0,0
dev_NickOzb,0,0,0,0,0,0,0,0,0,0,11,0
dev_ghost91-,0,1,0,0,0,0,0,0,0,0,0,0
dev_mamadoumarega,0,0,0,0,0,3,0,0,0,0,0,0
dev_vishalnarkhede,0,0,0,0,0,0,1,0,0,0,0,0
dev_jgillick,0,0,0,0,0,1,0,0,0,0,0,0
dev_meduzen-immoweb,0,0,0,0,0,0,0,0,0,0,1,0
dev_andrewulm,0,0,1,0,0,0,0,0,0,0,0,0
dev_markshust,0,2,0,0,0,0,0,0,0,0,0,0
dev_webistomin,0,0,1,0,0,0,0,0,0,0,0,0
dev_Songkeys,0,0,0,0,0,0,1,0,0,0,0,0
dev_zaharzagrava,1,0,0,0,0,0,0,0,0,0,0,0
dev_vocoWone,0,0,0,0,0,0,0,0,1,0,0,0
dev_hosseinmd,0,0,0,1,0,0,0,0,0,0,0,0
dev_sammort,0,0,0,0,1,0,0,0,0,0,0,0
dev_wjhsf,0,0,0,0,0,0,0,0,0,0,0,1
dev_deguich,0,0,0,0,0,0,0,1,0,0,0,0
dev_tim-millar,0,4,0,0,0,0,0,1,0,0,0,0
dev_iaurg,0,0,0,0,1,0,0,0,0,0,0,0
dev_capaj,0,0,0,0,0,0,0,0,0,5,0,0
dev_lucksp,0,0,0,2,0,0,0,0,0,0,0,0
dev_ugobriasco,1,0,0,0,0,0,0,0,0,0,0,0
dev_CaioCSdev,0,0,0,1,0,0,0,0,0,0,0,0
dev_nfantone,0,0,0,0,0,1,0,0,0,0,0,0
dev_mikehardy,0,0,1,0,0,0,1,0,0,0,1,0
dev_Stevemoretz,0,0,0,3,0,0,0,0,0,0,0,0
dev_sankomil,0,0,0,4,0,0,0,2,0,0,0,0
dev_mmounts,0,0,0,0,0,0,0,0,0,0,1,0
dev_Noah-Krossa,0,1,0,0,0,0,0,0,0,0,0,0
dev_yuicer,0,0,0,0,1,0,0,0,0,0,0,0
dev_MutatedBread,1,1,0,0,0,0,0,0,0,0,0,0
dev_kapilrc,0,0,0,0,0,0,0,0,1,0,0,0
dev_lkjimy,0,0,0,0,0,1,0,0,0,0,0,0
dev_alexbu92,0,0,0,0,1,0,0,0,0,0,0,0
dev_ssougnez,0,1,0,0,0,0,0,0,0,0,0,0
dev_DylanPiercey,0,2,0,0,0,0,0,0,0,0,0,0
dev_ahmetkuslular,0,0,0,0,0,0,1,0,0,0,0,0
dev_dsebastien,0,1,0,0,0,0,0,0,0,0,0,0
dev_alshdavid,0,0,0,0,0,0,0,0,0,0,1,0
dev_mwegener-com,0,0,0,0,0,0,0,0,0,3,3,1
dev_andyngojs,0,0,0,0,0,1,0,0,0,0,0,0
dev_nolliebigspin,0,1,0,0,0,0,0,0,0,0,0,0
dev_ccysmd,0,0,0,0,0,0,1,0,0,0,0,0
dev_HappyKid2020,0,0,0,0,0,0,0,1,0,0,0,0
dev_camiblanch,0,0,0,1,1,0,0,0,0,0,0,0
dev_ljuroszekPerfectgym,0,0,0,0,0,1,0,0,0,0,0,0
dev_michaelrommel,0,0,0,0,0,0,0,2,0,0,0,0
dev_thetutlage,0,0,0,0,0,0,0,0,0,1,0,0
dev_tanapaydin,0,0,0,0,1,0,0,0,0,0,0,0
dev_misterdjules,0,0,0,0,0,0,0,6,0,0,0,0
dev_meetmangukiya,0,0,0,1,0,0,0,0,0,0,0,0
dev_brettz9,0,2,0,0,0,0,0,0,0,0,0,0
dev_theristes,1,0,0,0,0,0,0,0,0,0,0,0
dev_justinwhall,0,0,0,0,0,0,1,0,0,0,0,0
dev_jgr3go,0,1,0,0,0,0,0,0,0,0,0,0
dev_k-j-kim,0,0,0,0,0,0,1,0,0,0,0,0
dev_maystrenkoYurii,0,0,0,0,0,0,0,1,0,0,0,0
dev_sashaaKr,0,0,0,0,0,0,0,1,0,0,0,0
dev_justinhaaheim,0,0,0,0,0,0,0,0,0,0,0,1
dev_anlai2,0,0,0,1,1,0,0,0,0,0,0,0
dev_fabiolmorato,0,0,0,0,0,0,0,0,1,0,0,0
dev_nmschulte-aviture,0,0,0,1,0,0,0,0,0,0,0,0
dev_julix-unity,0,0,0,0,0,0,0,0,0,0,0,1
dev_evrimfeyyaz,0,0,2,0,0,0,0,0,0,0,0,0
dev_alejandro-fdez,0,0,0,0,0,0,0,0,0,0,1,0
dev_jmealo,0,1,0,0,0,0,0,0,0,0,0,0
dev_jtalz,5,10,0,0,0,0,0,0,0,0,0,0
dev_Burnsedia,0,0,0,0,2,0,0,0,0,0,0,0
dev_mrwillis,0,2,0,0,0,0,0,0,0,0,0,0
dev_Isai734,0,0,0,0,0,0,0,1,0,0,0,0
dev_joetidee,0,0,0,0,0,0,0,3,0,0,0,0
dev_zjiaxin2021,0,0,0,0,0,0,0,0,0,0,0,1
dev_Salinn,0,1,0,0,0,0,0,0,0,0,0,0
dev_hungarima,0,1,0,0,0,0,0,0,0,0,0,0
dev_ncovercash,0,1,0,0,0,0,0,0,0,0,0,0
dev_JohnPangalos,0,0,0,0,0,0,0,1,0,0,0,0
dev_aarongoldenthal,0,2,0,0,0,0,0,0,0,0,0,0
dev_mykhalov,0,0,2,0,0,0,0,0,0,0,0,0
dev_hohol92,0,0,0,1,0,0,0,0,0,0,0,0
dev_meercodebot,1,0,0,0,0,0,0,0,0,0,0,0
dev_Moonachi,0,0,0,0,0,0,0,0,0,0,1,0
dev_jenshandersson,0,0,0,0,0,0,0,0,0,0,0,1
dev_karneaud,0,0,0,1,0,0,0,0,0,0,0,0
dev_cinderblock,0,0,0,0,0,0,0,1,0,0,0,0
dev_OfficerHalf,0,0,0,0,0,1,0,0,0,0,0,0
dev_gausie,0,0,0,3,1,0,0,0,0,0,0,0
dev_NSGUF,0,0,0,0,0,0,0,0,1,0,0,0
dev_castarco,0,0,2,0,0,0,0,0,0,0,0,0
dev_alec-benson,0,0,0,0,0,1,1,0,0,0,0,0
dev_soh335,0,0,1,4,0,0,0,0,0,0,0,0
dev_johannesschobel,0,1,0,0,0,0,0,0,0,0,0,0
dev_bcronin2,3,0,0,0,0,0,0,0,0,0,0,0
dev_asith-w,0,1,0,0,0,0,0,0,0,0,0,0
dev_alexeychikk,0,0,0,0,0,0,2,0,0,0,0,0
dev_paschalidi,0,0,0,0,0,2,0,0,0,0,0,0
dev_dotansimha,5,0,33,0,4,28,5,2,4,0,34,4
dev_eddie-dunn,0,0,0,0,0,0,0,1,0,0,0,0
dev_mfranzke,0,0,1,0,0,0,0,0,0,0,0,0
dev_OthrysDev,0,0,0,1,0,0,0,0,0,0,0,0
dev_sfaman,0,1,0,0,0,0,0,0,0,0,0,0
dev_jchapelle,0,0,0,0,0,0,1,0,0,0,0,0
dev_definoob,0,0,0,0,0,0,0,0,0,0,1,0
dev_quckslvr,0,0,0,0,0,0,0,0,0,0,0,1
dev_happycollision,0,0,0,0,0,0,1,0,0,0,0,0
dev_paulmowat,0,0,0,0,0,0,0,0,0,0,0,1
dev_std4453,0,0,0,0,0,0,1,0,0,0,0,0
dev_psugihara-od,0,0,0,0,0,1,0,0,0,0,0,0
dev_namnm,0,1,0,0,0,0,0,0,0,0,0,0
dev_mardikarifqi,0,0,0,0,0,0,0,1,0,0,0,0
dev_afonsopbarros,0,0,0,0,0,0,0,0,0,0,0,2
dev_kylemh,0,4,2,0,0,0,0,0,0,0,0,1
dev_AbnerPS,0,2,0,0,0,0,0,0,0,0,0,0
dev_mmaietta,0,2,1,0,0,0,0,0,0,0,0,0
dev_jordanbtucker,0,0,3,0,0,0,0,0,0,0,0,0
dev_urbanclap-admin,0,0,0,0,0,0,2,0,0,0,0,0
dev_pldvd,1,0,0,0,0,0,0,0,0,0,0,0
dev_jakebrown58,0,0,0,0,0,0,0,2,0,0,0,0
dev_arkylin,0,0,0,0,0,1,0,0,0,0,0,0
dev_nomi4,0,0,0,2,0,0,0,0,0,0,0,0
dev_benbucksch,0,0,0,0,1,0,0,0,0,0,0,0
dev_mat-sf,0,0,0,0,0,0,0,0,0,1,0,0
dev_MacRayy,0,0,0,0,0,0,0,1,0,0,0,0
dev_daniilsolovey,0,0,0,0,0,0,1,0,0,0,0,0
dev_lifedup,0,0,0,0,0,3,0,0,0,0,0,0
dev_januwA,2,0,0,0,0,0,0,0,0,0,0,0
dev_kand,0,2,0,0,0,0,0,0,0,0,0,0
dev_pabloleone,1,0,0,0,0,0,0,0,0,0,0,0
dev_lauthieb,0,2,0,0,0,0,0,0,0,0,0,0
dev_andrewfritz86,0,0,0,0,0,0,0,0,0,0,4,0
dev_jacko1998,0,0,0,0,0,0,0,0,0,0,0,1
dev_ilibaz,0,0,0,0,0,1,0,0,0,0,0,0
dev_Zeyvo92,0,0,1,0,0,0,0,0,0,0,0,0
dev_HugoGresse,0,0,4,0,0,0,1,0,0,0,0,0
dev_ScottAwesome,0,0,0,1,0,0,0,0,0,0,0,0
dev_semiromid,0,0,0,3,0,0,0,0,0,0,0,0
dev_Prernabudh,0,0,0,0,0,1,0,0,0,0,0,0
dev_aramyesildeniz,0,0,0,0,0,0,0,0,0,0,1,0
dev_jleni,26,1,95,6,16,30,66,12,0,17,3,0
dev_Staryixing,2,0,0,0,0,0,0,0,0,0,0,0
dev_LeComptoirDesPharmacies,0,0,0,0,10,0,0,0,0,0,0,0
dev_benvalencia,0,2,0,0,0,0,0,0,0,0,0,0
dev_BespalovAV,0,0,0,0,1,0,0,0,0,0,0,0
dev_omid-ebrahimi,0,1,0,0,0,0,0,0,0,0,0,0
dev_tomasswood,0,0,2,0,0,0,0,0,0,0,0,0
dev_jes708,0,0,1,0,0,0,0,0,0,0,0,0
dev_TorvaldsDB,0,0,0,0,1,0,0,0,0,0,0,0
dev_pedrofurtado,0,0,0,2,0,0,0,0,0,0,0,0
dev_hyandell,0,1,0,0,0,0,0,0,0,0,0,0
dev_iamayushdas,0,0,0,0,0,5,0,0,0,0,0,0
dev_Wyatt23,0,0,0,0,0,0,0,1,0,0,0,0
dev_sourav-navsoft,0,2,0,0,0,0,0,0,0,0,0,0
dev_daniel-flex,0,0,0,0,0,1,0,0,0,0,0,0
dev_DarkDeveloper-Plant,0,0,0,0,0,0,1,0,0,0,0,0
dev_greenhat616,0,0,0,1,0,0,0,0,0,0,0,0
dev_aminya,1,0,0,1,2,1,0,0,0,0,0,0
dev_FabienChaynes,0,0,0,0,0,0,2,0,0,0,0,0
dev_rchl,0,0,0,0,0,0,1,0,0,0,1,0
dev_rungta,0,0,0,0,0,0,0,1,0,0,0,0
dev_KengoTODA,0,1,0,0,0,0,0,0,0,0,0,0
dev_alx8437,0,0,0,1,0,0,0,0,0,0,0,0
dev_comur,0,0,0,0,0,0,0,0,0,0,0,1
dev_kimixu717,1,0,0,0,0,0,0,0,0,0,0,0
dev_dotnetCarpenter,0,0,0,0,0,0,0,0,2,0,1,0
dev_mojobiri,0,0,0,0,0,0,0,1,0,0,0,0
dev_breadadams,0,0,0,0,0,2,0,0,0,0,0,0
dev_alexGuerraDev,0,0,0,0,0,1,0,0,0,0,0,0
dev_nearzeno,0,0,0,0,0,1,0,0,0,0,0,0
dev_tarunbhartiya7,0,1,0,0,0,0,0,0,0,0,0,0
dev_info-bit,0,0,1,0,0,0,0,0,0,0,0,0
dev_bixou,0,1,0,0,0,0,0,0,0,0,0,0
dev_xiaomeia,0,0,0,1,0,0,0,0,0,0,0,0
dev_Zerzavot,0,0,0,0,0,0,0,0,0,0,1,3
dev_dylanesque,0,0,0,0,1,1,0,0,0,0,0,0
dev_zhou9110,0,0,0,0,1,0,0,0,0,0,0,0
dev_LBojanic,0,0,0,0,0,0,0,1,0,0,0,0
dev_tomatobybike,0,0,0,0,0,0,0,1,0,0,0,0
dev_l4k5hm4n,0,0,0,0,0,1,0,0,0,0,0,0
dev_airtonix,0,0,0,1,0,0,0,0,0,0,0,0
dev_talelk,0,0,0,0,0,0,0,0,0,0,1,0
dev_ch-tactica,0,1,0,0,0,0,0,0,0,0,0,0
dev_FFdhorkin,0,0,0,0,0,0,0,0,0,0,1,0
dev_benjamingr,0,0,0,3,0,0,0,0,0,0,0,0
dev_Eternal21,0,0,0,0,0,0,3,0,0,0,0,0
dev_kirillgroshkov,0,1,0,0,0,1,0,1,0,0,0,0
dev_vicmajri,0,0,1,0,0,0,0,0,0,0,0,0
dev_MonkeeAlert,0,0,0,0,0,0,0,0,0,1,0,0
dev_abdonrd,0,2,1,1,3,0,0,0,0,0,0,0
dev_Adarsh-thedev,0,0,0,0,1,0,0,0,0,0,0,0
dev_Mintoo200,0,0,0,1,2,0,0,0,0,0,0,0
dev_lucianodltec,0,0,0,0,0,0,0,0,0,1,0,0
dev_almothafar,0,2,0,0,0,0,0,0,0,0,0,0
dev_AGSTRANGER,0,0,0,0,0,0,0,0,0,0,1,0
dev_Pezmc,0,1,0,0,0,0,0,0,0,0,0,0
dev_adamgreenough,0,0,1,0,0,0,0,0,0,0,0,0
dev_drptbl,0,0,0,0,0,1,0,0,0,0,0,0
dev_jimyhdolores,0,1,0,0,0,0,0,0,0,0,0,0
dev_MarceloPrado,0,0,0,0,0,0,0,0,1,0,0,0
dev_Preen,0,0,0,0,0,1,0,0,0,0,0,0
dev_thec0sm0s,3,0,0,0,0,0,0,0,0,0,0,0
dev_ErikCupal,1,0,0,0,0,0,0,0,0,0,0,0
dev_DarkSuniuM,0,0,0,1,0,0,0,0,0,0,0,0
dev_MariaSolOs,0,0,0,0,0,0,0,2,0,0,0,0
dev_castroCrea,0,0,0,0,0,1,0,0,0,0,0,0
dev_GajapatiBag,0,0,0,0,0,0,1,0,0,0,0,0
dev_dapplion,0,0,0,0,0,0,2,0,0,0,0,0
dev_Thatkookooguy,0,0,0,0,0,1,0,0,0,0,0,0
dev_Manxiong26,0,0,0,0,0,1,0,0,0,0,0,0
dev_nfriedly,18,8,0,0,3,2,1,0,2,0,0,0
dev_daviddunndiscovery,0,0,0,0,0,0,0,1,0,0,0,0
dev_zhangfand,0,1,0,0,0,0,0,0,0,0,0,0
dev_Ryuno-Ki,0,0,0,0,0,0,1,0,0,0,0,0
dev_harikumaraj07,0,0,0,0,0,0,0,0,0,0,1,0
dev_adamcooper1386,0,0,0,0,1,0,0,0,0,0,0,0
dev_devidy,0,0,0,1,0,0,0,0,0,0,0,0
dev_ehsan6sha,0,0,0,0,0,3,1,0,0,0,0,0
dev_angryfullstackdev,0,0,0,0,0,0,0,1,0,0,0,0
dev_ccmcbeck,0,0,0,0,0,0,0,0,0,1,0,0
dev_foray1010,0,4,0,0,0,0,0,0,0,0,0,0
dev_fengmk2,0,0,0,0,0,0,0,2,1,0,0,0
dev_atJiangBei,0,0,0,0,0,0,0,0,1,0,0,0
dev_aadi1999,0,0,0,0,0,1,0,0,0,0,0,0
dev_AgneLukoseviciute,0,0,0,0,0,0,2,0,0,0,0,0
dev_tech-doctor,0,0,0,0,0,2,1,0,0,0,0,0
dev_eliaslecomte,0,0,0,0,0,0,2,0,0,0,0,0
dev_Zannisdf,0,1,0,0,0,0,0,0,0,0,0,0
dev_gliiii,0,0,0,0,4,0,0,0,0,0,0,0
dev_parsadoc,0,0,0,0,0,0,0,0,0,0,1,0
dev_spyr0s,0,0,0,0,1,0,0,0,0,0,0,0
dev_Clonkex,3,0,0,0,0,0,0,0,0,0,0,0
dev_j-piasecki,0,0,0,0,0,0,24,245,85,13,124,74
dev_moondef,0,0,1,0,0,0,0,0,0,0,0,0
dev_duyphanz,0,1,0,0,0,0,0,0,0,0,0,0
dev_mcha-dev,0,0,2,0,0,0,0,0,0,0,0,0
dev_RandGor,0,0,0,4,0,0,0,0,0,0,0,0
dev_yingkongyi,0,0,0,0,0,1,0,0,0,0,0,0
dev_aymkin,0,1,0,0,0,0,0,0,0,0,0,0
dev_lauralouiset,0,0,0,1,0,0,0,0,0,0,0,0
dev_milklim,0,0,1,0,0,0,0,0,0,0,0,0
dev_pzrq,0,0,0,0,0,0,1,0,0,0,3,1
dev_mcchrish,0,1,0,0,0,0,0,0,0,0,0,0
dev_danilo-vieira,0,0,0,0,0,0,0,0,1,0,0,0
dev_milahu,1,0,0,0,0,0,0,0,0,0,0,0
dev_askdesigners,0,0,0,1,0,0,0,0,0,0,0,0
dev_libterty,1,0,0,0,0,0,0,0,0,0,0,0
dev_pkyeck,0,0,0,0,0,0,0,0,0,0,1,0
dev_alexstanbury,0,0,0,0,0,0,0,1,0,0,0,0
dev_ziacik,0,0,0,1,0,0,1,0,0,0,0,0
dev_caleb15,1,0,0,0,0,0,0,0,0,0,0,0
dev_midhunvnadh,0,0,0,2,0,0,0,0,0,0,0,0
dev_hamidash,0,1,0,0,0,0,0,0,0,0,0,0
dev_thanakij,0,1,0,0,1,0,0,0,1,0,0,0
dev_nbhector,0,0,0,0,0,0,1,0,0,0,0,0
dev_haibert,0,0,0,0,0,1,0,0,3,0,0,0
dev_mohammadribhee,1,0,0,0,0,0,0,0,0,0,0,0
dev_maxevilmind,0,0,0,0,1,0,0,0,0,0,0,0
dev_smouillour,0,0,0,0,0,1,0,0,0,0,0,0
dev_jbaudanza,0,0,0,0,0,0,0,0,0,0,0,2
dev_pabrams,0,1,0,0,0,0,0,0,0,0,0,0
dev_Wajahat049,1,0,0,0,0,0,0,0,0,0,0,0
dev_shahabt24,0,0,1,0,0,0,0,0,0,0,0,0
dev_TimoGlastra,0,0,0,0,0,1,0,0,0,0,0,0
dev_hardik2801,0,0,0,0,0,0,0,1,0,0,0,0
dev_NSNJRGL,0,2,0,0,0,0,0,0,0,0,0,0
dev_swittk,0,0,0,1,0,0,0,0,0,0,0,0
dev_derekschinke,0,1,1,0,0,0,0,0,0,0,0,0
dev_dharmveer18,0,0,0,0,0,1,0,0,0,0,0,0
dev_be-cosmin-neculau,0,4,0,0,0,0,0,0,0,0,0,0
dev_MineiToshio,0,0,0,0,0,1,0,0,0,0,0,0
dev_mrvisser,0,0,0,0,0,0,0,0,0,0,1,0
dev_harleenarora,0,0,0,0,0,0,1,0,0,0,0,0
dev_appsparkler,0,0,0,0,0,1,0,0,0,0,0,0
dev_amwebexpert,0,0,0,0,0,0,0,0,0,1,0,0
dev_iamsivin,0,0,0,2,0,0,0,0,0,0,0,0
dev_sholladay,0,0,0,0,0,0,0,0,1,0,0,0
dev_TSMMark,0,0,0,0,0,0,0,0,0,0,0,1
dev_Allybu,0,1,0,0,0,0,0,0,0,0,0,0
dev_nlochschmidt,0,0,0,0,0,0,1,0,0,0,0,0
dev_zoispag,0,0,0,0,0,1,1,0,0,0,0,0
dev_elsurudo,0,0,0,0,0,0,1,0,0,0,0,0
dev_svedbg,0,0,0,0,0,0,0,0,0,0,1,1
dev_shashwat3010,0,0,0,0,1,0,0,0,0,0,0,0
dev_malindawijekoon-usn,0,0,1,0,0,0,0,0,0,0,0,0
dev_mikos,1,0,0,0,0,0,0,0,0,0,0,0
dev_simo54,0,0,0,1,0,0,0,0,0,0,0,0
dev_mfy5013,0,0,0,2,0,0,0,0,0,0,0,0
dev_Thavry,1,0,0,0,0,0,0,0,0,0,0,0
dev_nbaua,0,1,0,0,0,0,0,0,0,0,0,0
dev_okosodovictor,0,0,0,0,0,1,0,0,0,0,0,0
dev_AriaPokotengYe,0,1,0,0,0,0,0,0,0,0,0,0
dev_phosphore,1,0,0,0,0,0,0,0,0,0,0,0
dev_antonis-zisis,0,0,0,1,0,0,0,0,0,0,0,0
dev_dachoy,0,0,0,0,0,0,1,0,1,0,0,0
dev_tomekzaw,0,0,0,0,0,0,0,0,0,0,12,39
dev_nibilly7,0,0,0,0,1,0,0,0,0,0,0,0
dev_warnellw,0,0,0,0,1,0,0,0,0,0,0,0
dev_daviddelusenet,0,0,0,3,0,0,0,0,0,0,0,0
dev_dopoto,0,0,0,0,0,0,0,0,2,0,0,0
dev_geooogle,0,0,0,0,0,0,0,0,0,0,0,1
dev_pranshuchittora,0,0,0,0,1,0,0,0,0,0,0,0
dev_avalenti89,0,0,0,0,0,0,0,0,0,0,1,0
dev_Joy6000,0,0,4,0,0,0,0,0,0,0,0,0
dev_ai,0,2,2,3,6,4,0,2,6,0,0,13
dev_Daniel0liver,0,0,0,0,0,0,0,0,0,0,1,0
dev_katannshaw,0,0,0,0,0,0,0,0,0,1,0,0
dev_nsisodiya,0,3,0,0,0,0,0,0,0,0,0,0
dev_Enase,0,0,0,0,1,0,0,0,0,0,0,0
dev_johanneswuerbach,1,0,0,0,0,0,0,0,0,0,0,0
dev_jaredwray,0,0,0,0,0,0,0,0,0,65,81,37
dev_medikoo,0,0,0,0,0,2,0,0,0,0,0,0
dev_jimmywarting,0,1,0,0,3,2,0,0,0,1,2,1
dev_julienw,0,0,1,0,0,0,0,0,0,0,0,0
dev_ajsaraujo,0,0,0,0,0,0,0,0,0,0,1,0
dev_Gamote,0,0,0,0,0,0,0,0,0,0,1,0
dev_euthribeiro,0,0,0,0,0,1,0,0,0,0,0,0
dev_ggarciao,0,0,0,0,0,0,0,0,0,0,1,0
dev_mkreidenweis-schulmngr,1,0,0,2,0,1,0,0,0,0,0,0
dev_brunoimbrizi,0,0,0,0,0,0,0,0,0,0,0,1
dev_ramiel1999,0,0,0,0,0,0,0,0,0,0,0,1
dev_cscleison,0,0,0,0,0,0,0,0,0,0,0,1
dev_ShruthiTP08,0,0,0,0,1,0,0,0,0,0,0,0
dev_pk-controller,0,0,0,0,0,0,1,0,0,0,0,0
dev_kevinschaffter,0,0,1,0,0,0,0,0,0,0,0,0
dev_lcoq,0,0,0,0,2,0,0,0,0,0,0,0
dev_SpertsyanKM,0,0,0,0,0,0,0,0,0,1,0,0
dev_Hacaw,0,0,1,0,0,0,0,0,0,0,0,0
dev_Milo123459,0,36,0,1,0,0,0,0,0,0,0,0
dev_enterteg,0,0,0,0,0,0,0,0,14,0,0,0
dev_huurray,0,2,0,0,0,0,0,0,0,0,0,0
dev_haveamission,0,0,0,0,0,0,0,0,0,0,1,0
dev_natakina,0,0,1,1,0,0,0,0,0,0,0,0
dev_autarchprinceps,2,0,0,0,0,0,0,0,0,0,0,0
dev_mhammerc,0,0,0,0,0,0,1,0,0,0,0,0
dev_sibiraj-s,0,0,0,0,0,0,0,0,0,1,0,2
dev_z-flash,0,0,0,0,0,0,0,1,0,0,0,0
dev_snuuve,0,2,0,0,0,0,0,0,0,0,0,0
dev_kovkev,0,0,0,0,0,0,0,1,0,0,0,0
dev_rimjhim07,0,0,0,0,0,0,0,0,0,0,0,1
dev_h4091,0,0,0,0,1,0,0,0,0,0,0,0
dev_TomCorvus,0,0,0,0,0,0,0,0,0,0,1,0
dev_AustinB12,0,0,0,0,1,0,0,0,0,0,0,0
dev_wangi4myself,0,0,0,0,0,0,0,1,0,0,0,0
dev_jinbae9875,0,0,0,0,0,1,0,0,0,0,0,0
dev_jamiehaywood,0,1,1,0,0,0,1,0,0,0,0,0
dev_DimaIpatii,1,0,0,0,0,0,0,0,0,0,0,0
dev_SebastianStroniewskiWojtczak,0,0,2,0,0,0,0,0,0,0,0,0
dev_AlbertoPaulPopescu,0,0,0,0,0,0,1,0,0,0,0,0
dev_vincerubinetti,0,0,0,0,0,0,0,0,0,0,1,0
dev_MarcoFriz,0,0,0,0,0,0,0,0,1,0,0,0
dev_jlubeck,0,0,0,0,0,0,4,0,0,0,0,0
dev_michelson,0,0,0,0,1,0,0,0,0,0,0,0
dev_zbjornson,80,3,3,1,0,0,27,23,41,0,10,2
dev_csimone86,0,0,0,0,0,0,0,1,0,0,0,0
dev_AskAlice,0,0,0,1,0,0,0,0,0,0,0,0
dev_gMorning-Wp,0,0,2,0,0,0,0,0,0,0,0,0
dev_lukeeno,0,0,1,0,0,0,0,0,0,0,0,0
dev_Swyatoslaw,0,0,1,0,0,0,0,0,0,0,0,0
dev_jakub-gonet,94,292,58,35,61,6,129,392,60,4,17,0
dev_kesha-antonov,0,0,0,0,0,0,2,0,0,0,0,0
dev_FaisalBinAhmed,0,0,0,0,0,0,0,0,0,0,0,6
dev_ireshdudeja,0,0,0,0,0,1,0,0,0,0,0,0
dev_antikvarBE,1,0,0,0,0,0,0,0,0,0,0,0
dev_sourceful-julian,0,0,0,0,0,0,1,0,0,0,0,0
dev_xgqfrms,0,0,1,0,0,0,0,0,0,0,0,0
dev_nnguyen52,0,0,0,0,0,0,3,0,0,0,0,0
dev_sophistifunk,0,0,0,0,3,0,0,0,0,0,0,0
dev_maxcnunes,0,0,0,0,3,0,0,0,0,0,0,0
dev_rllola,26,12,4,2,0,29,14,15,3,2,4,0
dev_florello-tbox,0,1,0,0,0,0,0,0,0,0,0,0
dev_axelthat,0,0,0,0,0,0,1,0,0,0,0,0
dev_markcellus,0,0,0,0,1,0,2,0,0,0,0,0
dev_miaoxn,0,0,1,0,0,0,0,0,0,0,0,0
dev_gmonte,0,1,0,0,0,0,0,0,0,0,0,0
dev_david10sing,0,0,0,0,0,0,0,0,1,0,0,0
dev_jquense,0,0,1,0,0,0,0,0,0,0,0,0
dev_okechukwu0127,0,0,0,0,1,0,0,0,0,0,0,0
dev_kmacdonaO,0,0,0,0,1,0,0,0,0,0,0,0
dev_adamrhunter,0,0,0,0,0,0,0,0,0,1,0,0
dev_remcohaszing,0,0,0,6,0,0,0,3,0,0,0,0
dev_javed7891,0,0,0,0,0,0,0,0,1,0,0,0
dev_lukewlms,0,4,0,0,0,0,0,0,0,0,0,0
dev_moaazassali,0,0,0,0,0,0,0,1,0,0,0,0
dev_kitsoRik,0,1,0,0,0,0,0,0,0,0,0,0
dev_saper,0,0,13,44,2,0,2,0,0,0,0,0
dev_RadekKosiada,0,0,0,0,0,1,0,0,0,0,0,0
dev_huyvohcmc,0,0,2,1,0,0,0,0,0,0,0,0
dev_RRaideRR,0,0,0,0,0,0,1,0,0,0,0,0
dev_kvetoslavnovak,0,0,0,0,0,0,0,0,0,0,0,1
dev_thiagosaud,0,0,0,3,0,0,0,0,0,0,0,0
dev_nhhockeyplayer,0,0,0,0,0,1,0,0,0,0,0,0
dev_AriPerkkio,0,1,0,0,0,0,0,0,0,0,0,0
dev_danantal,0,0,0,0,0,3,0,0,0,1,0,0
dev_nicolas-goudry,0,5,1,0,1,0,0,0,0,1,0,0
dev_alexb-uk,0,0,0,0,0,0,0,0,0,0,1,0
dev_chrisgrabinski,0,0,0,0,0,0,1,0,0,0,0,0
