developer,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01
dev_dibari,0,0,0,0,0,0,0,0,0,0,1,0
dev_muntasirsyed,1,0,0,0,0,0,0,0,0,0,0,0
dev_Frimlik,0,0,0,1,0,0,0,0,0,0,0,0
dev_ethanwinters,0,0,0,0,0,0,0,0,0,0,0,1
dev_heatherKoo07,0,0,0,0,0,0,0,0,0,0,2,0
dev_german970814,0,0,0,0,0,0,0,0,0,0,2,0
dev_Twintails,0,0,0,0,0,1,0,0,0,0,0,0
dev_websi96,0,0,0,0,0,1,0,0,0,0,0,0
dev_yiidot,0,0,0,0,0,0,0,0,1,0,0,0
dev_MeRahulAhire,0,0,1,0,0,0,0,0,0,0,0,0
dev_Gitarcitano,0,0,0,1,0,0,0,0,0,0,0,0
dev_YahyaBagia,0,0,0,0,0,0,0,0,0,0,0,1
dev_vansergen,0,3,0,0,0,0,0,0,0,0,0,0
dev_crixx,2,0,0,0,0,0,0,0,0,0,0,0
dev_polotto,0,0,0,0,2,0,0,0,0,0,0,0
dev_SJrX,0,0,0,2,0,0,0,0,0,0,0,0
dev_PauloVieirra,0,1,0,0,0,0,0,0,0,0,0,0
dev_dannyhw,0,0,0,0,0,0,0,0,0,0,0,2
dev_dwjohnston,0,0,0,0,1,0,0,0,0,0,0,0
dev_vytsci,1,0,0,0,0,0,0,0,0,0,0,0
dev_DeveloperDanX,0,0,1,0,0,0,0,0,0,0,0,0
dev_SergeiMeza,0,0,0,0,1,0,0,0,0,0,0,0
dev_Kartstig,0,2,0,0,0,0,0,0,0,0,0,0
dev_verhichi,0,0,1,0,0,0,0,0,0,0,0,0
dev_Dream-456,1,0,0,0,0,0,0,0,0,0,0,0
dev_MikeJakubik,0,0,0,0,0,0,0,0,0,0,0,2
dev_Crashtor,0,0,0,0,0,0,0,1,0,0,0,0
dev_baboon-king,0,0,0,0,0,0,0,0,0,2,0,0
dev_wcandillon,0,1,0,0,0,0,0,0,0,0,0,0
dev_RodolfoGS,0,1,0,0,0,0,0,0,0,0,3,5
dev_Iran-110,0,0,2,0,0,0,0,0,0,0,0,0
dev_timdp,0,0,0,0,0,0,0,1,0,0,0,0
dev_Peterabsolon,0,0,0,0,0,0,0,0,1,0,0,0
dev_dooleyb1,0,0,0,0,0,0,0,0,1,0,0,0
dev_shyimo,0,0,0,0,0,0,0,0,1,0,0,0
dev_PedroSSM2000,0,0,0,0,0,0,0,0,2,0,0,0
dev_phryneas,0,0,0,2,0,0,0,0,0,0,0,0
dev_Maxim-Mazurok,0,0,0,1,0,0,0,0,7,0,1,0
dev_ErikAGriffin,0,0,1,0,0,0,0,0,0,0,0,0
dev_janicduplessis,0,0,0,0,0,0,2,1,4,0,0,0
dev_SleepWalker,1,1,0,0,0,0,0,0,0,0,0,0
dev_shellscape,2,3,2,1,0,0,0,0,0,0,0,0
dev_svorcan,0,2,0,0,1,0,0,0,0,0,0,0
dev_bertyhell,0,0,0,0,0,1,0,0,1,0,0,0
dev_ABCDdouyaer,0,0,0,0,0,0,1,0,0,0,0,0
dev_MarcAnt,0,0,0,0,0,0,0,0,1,0,0,0
dev_Expensiveee,0,0,0,0,1,0,0,0,0,0,0,0
dev_icatalina,0,3,0,0,0,0,0,0,0,0,0,0
dev_hellsan631,0,0,0,0,0,0,0,2,0,0,0,0
dev_adbl,3,0,0,0,0,0,0,0,0,0,0,0
dev_dhl1402,0,0,0,0,0,0,0,0,0,1,0,0
dev_ricovilela,0,0,0,0,1,0,1,0,0,0,0,0
dev_AWare,0,0,0,6,1,0,0,0,0,0,0,0
dev_RigottiG,0,0,0,0,1,0,0,0,0,0,0,0
dev_gavnate,0,0,0,0,0,1,0,0,0,0,0,0
dev_snyk-bot,2,0,0,1,2,0,0,2,1,0,0,0
dev_iamskok,0,0,0,1,0,0,0,0,0,0,0,0
dev_PotLid,0,0,0,0,0,0,0,0,0,1,0,0
dev_zwhitchcox,0,0,1,0,0,0,0,0,0,0,0,0
dev_Sakarisson,2,0,0,0,0,0,0,0,0,0,0,0
dev_moroine,0,0,0,0,0,0,0,0,1,0,0,0
dev_JosefBredereck,0,0,0,0,0,0,0,0,0,0,2,0
dev_ankurmakadia,0,1,0,0,0,0,0,0,0,0,0,0
dev_InSuperposition,0,0,0,0,0,0,0,2,0,0,0,0
dev_cs-manughian,0,0,0,0,0,0,1,0,0,0,0,0
dev_erdii,0,2,0,0,0,0,0,0,0,0,0,0
dev_Titozzz,0,0,0,0,0,0,0,0,0,0,2,0
dev_smashercosmo,0,0,0,0,0,0,0,0,0,0,0,2
dev_thereis,0,0,0,0,0,0,0,0,0,0,1,0
dev_xzyfer,0,1,0,13,28,30,15,20,0,2,16,42
dev_harshlele,0,0,1,0,0,0,0,0,0,0,0,0
dev_jingshanchen,0,0,0,0,0,0,0,1,0,0,0,0
dev_lensbart,0,0,0,2,0,0,0,1,0,0,0,0
dev_leorossi,0,0,0,0,0,0,0,0,7,0,0,0
dev_mukhlisakbr,0,0,0,0,0,0,0,0,0,0,0,1
dev_kamalpandey,0,1,0,0,0,0,0,0,0,0,0,0
dev_Vieriksson,0,0,1,0,0,0,0,0,0,0,0,0
dev_kingma-sbw,0,0,0,0,1,0,0,0,0,0,0,0
dev_javierrojas10,0,0,0,0,0,1,0,0,0,0,0,0
dev_voltbit,0,0,0,0,0,0,0,0,0,0,3,0
dev_adamtay,0,0,0,0,0,0,0,0,0,1,0,0
dev_meowto16,0,1,0,0,0,0,0,0,0,0,0,0
dev_mrousavy,5,6,0,0,0,0,0,5,0,0,0,0
dev_SusanAmy,0,0,1,0,0,0,0,0,0,0,0,0
dev_hilelt,0,0,0,0,0,0,0,1,0,0,0,0
dev_tijsg,0,0,0,0,0,0,0,1,0,0,0,0
dev_mainfraame,0,0,0,0,0,0,0,0,0,0,1,0
dev_LiuJinghao,0,2,0,0,0,0,0,0,0,0,0,2
dev_scoobster17,0,0,0,0,0,0,0,0,2,0,0,0
dev_amrography,0,0,0,0,0,0,0,0,1,0,0,0
dev_KillWolfVlad,0,0,0,0,0,0,0,2,0,0,0,0
dev_luanmuniz,0,0,2,0,0,0,0,0,0,0,0,0
dev_jamsinclair,0,0,0,0,0,3,1,0,0,0,0,0
dev_AdrianoCahete,0,0,0,0,0,0,0,0,0,0,1,0
dev_awslabspl,0,1,0,0,0,0,0,0,0,0,0,0
dev_vicary,0,0,0,0,0,0,0,1,0,0,0,0
dev_comoser,0,0,2,0,1,0,0,0,0,0,0,0
dev_tvdijen,0,0,0,0,0,1,0,0,0,0,0,0
dev_kodie,1,0,0,0,0,0,0,0,0,0,0,0
dev_spidgorny,0,0,0,0,0,0,1,0,0,0,0,0
dev_erik-vanlankvelt,0,0,0,0,1,0,0,0,0,0,0,0
dev_Nicolascoding27,0,0,0,0,0,0,0,0,0,0,1,0
dev_scott-ut,0,0,0,0,0,0,3,1,0,0,0,0
dev_ferdicus,0,0,0,0,0,0,0,0,0,0,0,1
dev_tgreco,0,0,0,0,0,0,0,1,0,0,0,0
dev_jessebeach,0,0,0,24,0,8,0,0,0,5,0,0
dev_betoharres,0,0,0,0,0,0,0,0,1,0,0,0
dev_khan-vinn,0,0,0,0,0,0,1,0,0,0,0,0
dev_pascencio,0,0,0,0,0,0,0,1,0,0,0,0
dev_wallw-bits,0,0,0,1,0,0,0,0,0,0,0,0
dev_easingthemes,0,0,0,0,2,0,0,0,0,0,0,0
dev_thekingrenz23,0,0,0,0,0,0,0,0,0,0,0,1
dev_jotave42,0,1,0,0,0,0,0,0,0,0,0,0
dev_DanleyCr7,0,0,0,0,0,1,0,0,0,0,0,0
dev_jcgertig,0,0,0,0,0,0,0,0,2,0,0,0
dev_rchaubey,0,1,0,0,0,0,0,0,0,0,0,0
dev_danielkv,0,0,0,0,0,0,0,0,0,0,0,1
dev_UNIDY2002,0,1,0,0,0,0,0,0,0,0,0,2
dev_naman4662,0,0,0,0,2,0,0,0,0,0,0,0
dev_rossedwardsus,0,2,0,0,0,0,0,0,0,0,0,0
dev_lorisdev,0,1,0,0,0,0,0,0,0,0,0,0
dev_snebjorn,0,0,0,0,0,0,2,0,0,0,0,0
dev_ThomasOrtiz,0,0,0,5,0,0,0,0,0,0,0,0
dev_chriswayg,0,0,0,0,0,1,0,0,0,0,0,0
dev_jrolfs,0,0,0,0,0,0,1,0,0,0,0,0
dev_thoughtassassin,0,0,0,0,0,0,0,1,0,0,0,0
dev_CJKay,0,0,0,0,0,0,0,0,0,0,0,1
dev_wesvetter,0,0,0,0,4,0,0,0,0,0,0,0
dev_ObserverOfTime,0,0,0,1,0,0,0,0,0,0,0,0
dev_uniquejava,0,0,0,0,0,0,0,0,2,0,0,0
dev_PaulMEdwards,0,2,0,0,0,0,0,0,0,0,0,0
dev_dtm85,0,0,0,0,1,0,0,0,0,0,0,0
dev_MagicPoulp,0,0,0,0,2,0,0,0,0,0,0,0
dev_fulldecent,0,0,0,1,0,0,0,0,0,0,0,0
dev_Kudo,0,0,0,0,0,0,0,0,0,0,1,2
dev_MounirDhahri,0,0,0,0,0,0,0,0,1,0,0,0
dev_jerus1403,0,0,0,1,0,0,0,0,0,0,1,0
dev_DouglasDev,0,3,0,0,0,0,0,0,0,0,0,0
dev_oushiun,1,0,0,0,0,0,0,0,0,0,0,0
dev_vsheyanov,0,0,0,4,0,0,0,0,0,0,0,0
dev_st-h,7,0,0,0,0,0,0,0,0,0,0,0
dev_MichaelDimmitt,0,0,0,0,2,0,0,0,0,0,0,0
dev_DindoLeonard,0,0,0,0,0,0,0,0,0,0,4,0
dev_eris202,0,0,0,0,0,0,0,0,1,0,0,0
dev_shubhendumadhukar,0,0,0,1,0,0,0,0,0,0,0,0
dev_lacell75,0,0,0,0,0,0,3,0,0,0,0,0
dev_gurayyarar,0,0,0,0,0,0,0,1,0,0,0,0
dev_Hless,0,0,0,0,0,0,2,0,0,0,0,0
dev_makrandgupta,0,1,0,0,0,0,0,0,0,0,0,0
dev_sorodrigo,0,0,0,0,0,0,0,0,0,0,0,2
dev_kuzzmi,0,0,0,0,0,0,0,0,0,2,0,0
dev_stoned-newton,0,0,1,0,0,0,0,0,0,0,0,0
dev_ShaMan123,0,0,0,0,2,0,0,0,0,0,0,0
dev_cdbattags,0,0,0,0,1,0,0,0,0,0,0,0
dev_isabellachen,0,0,0,0,0,1,0,0,0,0,0,0
dev_jannomeister,0,1,0,0,0,0,0,0,0,0,0,0
dev_Ronsku,0,0,2,0,0,0,0,0,1,0,0,0
dev_linzb93,0,0,0,0,0,0,0,1,0,0,0,0
dev_vidal7,0,0,1,0,0,0,0,0,0,0,0,0
dev_Vahabov,0,0,0,0,0,0,0,0,0,0,1,0
dev_Boris-Vladimirovich,0,0,0,0,0,0,0,0,0,1,0,0
dev_jyosen-ias,0,0,0,0,0,0,1,0,0,0,0,0
dev_danielgospodinow,0,0,0,0,0,0,0,0,0,0,0,1
dev_backwardok,0,0,7,1,1,0,0,1,0,0,0,0
dev_Otumian-empire,0,0,0,0,0,0,0,0,0,0,0,1
dev_sahilrajput03,0,0,0,0,0,0,4,0,0,0,0,0
dev_davidflores2,0,0,0,0,1,0,0,0,0,0,0,0
dev_RaccoonCode96,0,0,0,0,0,1,0,0,0,0,0,0
dev_recoiladam,0,0,0,0,0,1,1,0,0,0,0,0
dev_Thiago-cez,0,0,0,0,0,0,0,0,1,0,0,0
dev_Leonardoih,0,0,0,0,0,0,0,1,0,0,0,0
dev_KOUMAGOTO,0,0,0,0,1,0,0,0,0,0,0,0
dev_sdqyang,0,0,0,1,0,0,0,0,0,0,0,0
dev_gajus,2,1,0,0,0,0,0,0,0,0,1,0
dev_ivanfuzuli,1,0,0,0,0,0,0,0,0,0,0,0
dev_josephShield,0,0,0,0,0,0,0,0,0,0,1,0
dev_KingAmo,0,0,1,2,0,0,0,0,0,0,0,0
dev_sfc-gh-nlele,0,0,0,0,0,0,0,0,0,0,1,0
dev_chillinncodin,0,0,0,0,0,0,0,0,0,1,0,0
dev_abdymm,0,0,1,1,0,0,0,0,0,0,0,0
dev_Dinika,0,0,0,1,0,0,0,0,0,0,0,0
dev_TaichiAkimoto,0,0,0,0,0,0,0,0,0,0,0,1
dev_MoOx,8,0,0,0,0,0,0,0,0,0,0,0
dev_tobiasdiez,0,0,0,0,0,0,1,0,0,0,0,0
dev_tjx666,0,0,0,0,0,0,0,0,0,0,2,0
dev_Jakobud,0,0,0,0,0,0,1,0,0,0,0,0
dev_monikapencierzynska,0,0,0,0,0,0,0,3,0,0,0,0
dev_shtefanilie,0,0,0,0,0,0,0,0,0,1,1,0
dev_ZeeshanAhmadKhalil,0,1,0,0,0,0,0,0,0,0,0,0
dev_danmarshall,0,0,0,0,0,0,0,0,0,0,1,0
dev_jimjiyn,1,0,0,0,0,0,0,0,0,0,0,0
dev_adorin,2,0,0,0,0,0,0,0,0,0,0,0
dev_tankers746,0,1,0,0,0,0,0,0,0,0,0,0
dev_jalovatt,0,0,0,1,0,0,0,0,0,0,0,0
dev_tomsquest,0,0,0,0,0,1,0,0,0,0,0,0
dev_nbarrett,0,0,0,0,0,0,0,0,0,0,0,1
dev_rionalab,0,1,0,0,0,0,0,0,0,0,0,0
dev_plan-do-break-fix,0,0,0,2,0,0,0,0,0,0,0,0
dev_KristianH,0,0,0,0,1,0,0,0,0,0,0,0
dev_blimmer,0,2,1,0,0,0,0,0,0,0,0,0
dev_hzoo,0,0,0,2,0,2,0,0,0,0,0,0
dev_gametheworld,0,0,0,0,0,0,0,1,0,0,0,0
dev_george-vieira,0,0,0,0,0,1,0,0,0,0,0,0
dev_shuuji3,0,0,0,0,0,0,0,0,3,0,0,0
dev_markmeeus,0,0,0,0,0,0,0,0,1,0,0,0
dev_netshade,0,0,0,1,0,0,0,0,0,0,0,0
dev_ioticsme,0,0,0,0,0,0,0,0,0,0,1,0
dev_asklar,0,0,0,0,0,0,1,0,0,0,0,0
dev_lc-leoniefarmer,0,2,0,0,0,0,0,0,0,0,0,0
dev_frani,0,0,0,0,0,1,0,0,0,0,0,0
dev_sanchir2011,0,0,0,0,0,0,0,0,3,0,0,0
dev_flutterq2,0,0,0,0,0,0,0,1,0,0,0,0
dev_purejgleason,0,0,0,0,0,0,1,0,0,0,0,0
dev_artola,0,1,0,0,0,0,0,0,0,0,0,0
dev_cedricr,0,0,0,0,0,0,0,1,0,0,0,0
dev_AaronNGray,0,0,0,0,0,0,0,0,3,0,0,0
dev_guvarallo,0,1,0,0,0,0,0,0,0,0,0,0
dev_TutoDS,0,0,0,0,0,1,0,0,0,0,0,0
dev_guyellis,2,0,0,0,0,0,0,0,0,0,0,0
dev_henrebotha,3,0,0,0,0,0,2,0,0,0,0,0
dev_luciomartinez,0,0,0,0,1,0,0,0,0,0,0,0
dev_BrendonSled,0,0,1,0,0,0,0,0,0,0,0,0
dev_armano2,0,0,0,0,0,0,0,0,0,0,4,0
dev_xorbis,0,0,0,0,1,0,0,0,0,0,0,0
dev_msanzv,0,0,0,0,0,1,0,0,0,0,0,0
dev_szmarczak,0,0,0,0,0,0,0,0,3,0,0,0
dev_blueblakk,0,0,0,0,1,0,0,0,0,0,0,0
dev_JanithaR,0,0,0,0,0,0,1,0,0,0,0,0
dev_cdlarson91,0,1,0,0,0,0,0,0,0,0,0,0
dev_marcinn,0,2,0,0,1,0,0,0,0,0,0,0
dev_asher-gh,0,0,0,0,0,0,0,1,0,0,0,0
dev_AssisrMatheus,0,0,0,0,0,0,0,0,0,0,1,0
dev_bypatryk,1,0,0,0,0,0,0,0,0,0,0,0
dev_Chickynuggie,0,0,0,0,0,0,0,0,0,0,1,0
dev_ckvv,0,0,0,0,0,0,0,0,0,0,0,1
dev_samer-nowrx,0,0,1,0,0,0,0,0,0,0,0,0
dev_congdoKnovva,0,1,0,0,0,0,0,0,0,0,0,0
dev_astriskit,0,0,1,0,0,0,0,0,0,0,0,0
dev_Anonyma,0,0,0,0,0,0,0,3,1,1,4,0
dev_MokryPatrik,2,0,0,0,0,0,0,0,0,0,0,0
dev_heythanks,0,0,0,0,0,0,0,0,0,0,0,1
dev_mym0404,0,2,0,0,0,0,0,0,0,0,0,0
dev_cmdcarini,0,0,0,0,0,0,3,0,0,0,0,0
dev_luiscla27,0,0,0,0,0,0,0,0,0,0,1,0
dev_jayshah-swiggy,0,0,0,0,0,0,0,0,0,0,0,1
dev_mohamedmalki,0,0,0,0,0,0,0,0,0,0,0,1
dev_brick9527,0,0,0,0,0,0,0,0,1,0,0,0
dev_ezhkov,0,0,0,2,0,0,0,0,0,0,0,0
dev_crystalball808,0,0,0,0,0,0,0,0,1,0,0,0
dev_aminnoura,0,0,0,0,1,0,0,0,0,0,0,0
dev_ntoporcov,0,0,1,0,0,0,0,0,0,0,0,0
dev_arthurvanl,0,0,0,0,0,0,0,0,0,0,0,1
dev_appkaiju,0,0,0,2,0,0,0,0,0,0,0,0
dev_LeviWilliams,0,0,0,0,1,1,0,1,0,0,3,0
dev_ahmedoubadi,0,0,0,0,0,0,1,0,0,0,0,0
dev_jameelmoses,0,0,0,0,1,0,0,0,0,0,0,0
dev_LoesterFranco,0,0,0,0,2,0,0,0,0,0,0,0
dev_AbinSpericorn,0,0,0,0,0,0,1,0,0,0,0,0
dev_sjcotto,0,0,0,0,0,0,0,2,0,0,0,0
dev_GCheung55,3,0,0,0,0,0,0,0,0,0,0,0
dev_ciesielskico,0,0,0,1,0,0,0,0,0,0,0,0
dev_ssbarnea,0,0,1,0,0,0,0,0,0,0,0,0
dev_netpoe,0,0,0,1,0,0,0,0,0,0,0,0
dev_snehalm-iprogrammer,0,0,1,0,0,0,0,0,0,0,0,0
dev_ShivamJoker,0,0,0,4,0,1,0,0,0,0,0,1
dev_ngseba,0,1,0,0,0,0,0,0,0,0,0,0
dev_sseppola,0,0,0,1,0,0,0,0,0,0,0,0
dev_mario-purestake,0,0,0,0,1,0,0,0,0,0,0,0
dev_plasmarob,0,0,0,0,2,0,0,0,0,0,0,0
dev_soneway,0,0,0,0,1,0,0,0,0,0,0,0
dev_yousseftarekkh,0,0,0,0,0,0,0,0,2,0,0,0
dev_GerkinDev,0,0,0,0,0,0,0,1,0,0,0,0
dev_pkvov,0,0,0,0,0,0,1,0,0,0,0,0
dev_matheusmirandaferreira,0,0,0,0,0,0,0,0,1,0,0,0
dev_wolfmaster8,0,0,1,0,0,0,0,0,0,0,0,0
dev_mrcnw,0,0,1,0,0,0,0,0,0,0,0,0
dev_Dylan190774,0,1,0,0,0,0,0,0,0,0,0,0
dev_MANTENN,0,0,0,0,0,0,0,0,0,0,0,4
dev_chiptus,0,0,0,0,0,0,0,0,1,0,0,0
dev_thegdznet,0,0,0,0,0,0,0,0,4,0,0,4
dev_jacob418,0,0,1,0,0,0,0,0,0,0,0,0
dev_MatteoInfi,0,0,0,0,0,0,1,0,0,0,0,0
dev_stof,0,0,0,0,0,0,0,0,0,1,0,1
dev_ywymoshi,0,0,0,1,0,0,0,0,0,0,0,0
dev_noumantahir,0,0,0,0,1,0,0,0,0,0,0,0
dev_ryuran,0,0,0,1,0,0,0,0,0,0,0,0
dev_jinshiyi11,0,0,0,3,0,0,0,0,0,0,0,0
dev_maxfahl,0,0,0,0,0,0,0,0,5,0,0,0
dev_hoangvu12,0,0,0,0,0,1,0,0,0,0,0,0
dev_zorgick,0,0,0,0,0,1,1,0,0,0,0,0
dev_AlixWang,0,0,4,0,0,0,0,0,0,0,0,0
dev_daniel-nagy,0,0,0,0,0,0,1,0,0,0,0,0
dev_gopricy,0,0,0,0,0,0,0,1,0,0,0,0
dev_nathandao,0,0,0,0,0,0,0,0,2,0,0,0
dev_iameduardod,0,0,0,0,0,0,0,1,0,0,0,0
dev_jeepers3327,0,0,0,4,0,0,0,0,0,0,0,0
dev_k-utsumi,0,0,0,0,0,1,0,0,0,0,0,0
dev_HangingClowns,0,0,0,1,0,0,0,0,0,0,0,0
dev_forresthopkinsa,0,0,0,0,0,0,0,0,1,0,0,0
dev_jdanil,0,4,0,0,0,0,0,0,0,0,0,0
dev_hansdesmedt,0,2,0,0,0,0,0,0,0,0,0,0
dev_EscapeB,0,0,0,0,0,0,0,0,0,0,0,1
dev_matis-dk,0,0,0,0,0,0,0,0,0,0,1,0
dev_maxpain,0,0,0,0,1,0,0,0,0,0,0,0
dev_jansepke,0,1,2,0,0,0,0,0,0,0,0,0
dev_jedwards1211,0,0,1,0,0,0,0,0,0,0,0,0
dev_MuhammadMuzammilQadri,0,1,0,0,0,0,0,0,0,0,0,0
dev_Ghostbird,1,0,0,0,0,0,0,0,0,0,0,0
dev_flyskywhy,0,1,0,0,0,4,0,0,0,0,0,0
dev_teamzz111,0,0,2,0,0,0,0,0,0,0,0,0
dev_GaelFerrand,0,0,0,2,0,0,0,0,0,0,0,0
dev_AdrianValdes,0,0,0,0,0,0,0,0,0,1,0,0
dev_aLemonFox,0,0,0,0,0,0,0,0,0,1,0,0
dev_BePo65,0,4,0,0,0,0,0,0,0,0,0,0
dev_alessiocancian,0,0,1,0,0,0,0,0,0,0,0,0
dev_tranvansang,0,3,1,0,0,0,0,0,0,0,0,0
dev_qasimmehdi,0,0,0,0,0,0,0,0,1,0,0,0
dev_martinpitt,0,0,0,0,0,0,0,0,0,0,1,0
dev_cristobal,0,5,0,0,0,0,0,0,0,0,0,0
dev_flocastera,0,0,0,0,0,0,0,2,0,0,0,0
dev_saikrishnabanda5,0,0,1,0,0,0,0,0,0,0,0,0
dev_DigitalZebra,0,0,0,0,1,1,0,0,0,0,0,0
dev_mojtabaasadi,0,0,0,0,0,0,0,0,0,0,0,1
dev_deduced,0,0,0,0,3,0,0,0,0,0,0,0
dev_abdullahkhan-z,0,0,0,0,0,1,0,0,0,0,0,0
dev_mittalyashu,0,0,0,0,3,0,0,0,0,0,0,0
dev_nghiepit,0,0,0,2,0,0,0,0,0,0,0,0
dev_nichoth,1,0,1,0,0,0,0,0,0,0,0,0
dev_cekvenich2,0,0,0,0,0,0,0,0,0,1,1,0
dev_theluk,0,0,0,0,0,0,1,0,0,0,0,0
dev_rahmanharoon,0,0,0,0,0,2,0,0,0,0,0,0
dev_DallasP9124,0,0,0,0,0,0,0,0,0,0,1,0
dev_Pookacz,0,0,0,0,0,0,1,0,0,0,0,0
dev_3imed-jaberi,0,0,0,0,0,0,1,0,0,0,0,0
dev_gianmarcotoso,0,2,0,0,0,0,0,0,0,0,0,0
dev_OrenSavichWS,1,0,0,0,0,0,0,0,0,0,0,0
dev_Fdawgs,0,1,0,0,0,0,0,1,0,0,0,0
dev_codymikol,0,0,0,1,0,0,0,0,0,0,0,0
dev_michaelbrewer,0,0,0,0,3,0,0,0,0,0,0,0
dev_tvanantwerp,0,0,0,0,0,0,0,0,0,1,0,0
dev_nikolaiborisik,0,0,0,0,0,1,0,0,0,0,0,0
dev_moracca,0,0,2,0,0,0,0,0,0,0,0,0
dev_ddanbeck,0,3,0,0,0,0,0,0,0,0,0,0
dev_vintprox,0,0,0,0,0,0,0,0,1,0,0,0
dev_echo008,0,0,0,0,0,0,3,0,0,0,0,0
dev_Marietto2008,0,0,0,0,0,0,1,0,0,0,0,0
dev_lenaw,0,0,0,0,0,0,1,0,0,0,0,0
dev_GaikwadPratik,0,0,0,0,0,0,1,0,0,0,0,0
dev_toviszsolt,0,0,1,0,0,0,0,0,0,0,0,0
dev_Sorixelle,0,0,0,0,0,0,1,0,0,0,0,0
dev_tritao,0,0,13,1,0,0,1,0,0,0,0,0
dev_kopax-polyconseil,0,0,0,0,0,2,0,0,0,0,0,0
dev_hugofelp,0,0,0,0,0,0,0,0,1,0,0,0
dev_chriso86,0,0,0,0,0,0,1,0,0,0,0,0
dev_e0ipso,0,0,0,0,0,0,0,0,0,3,0,0
dev_CodalReef,0,0,0,0,0,0,0,0,0,0,0,1
dev_roberto-sobachi-cko,0,2,0,0,0,0,0,0,0,0,0,0
dev_AppSphere,0,0,0,0,0,0,0,0,0,0,1,0
dev_iwt-nduesing,1,0,0,0,0,0,0,0,0,0,0,0
dev_chimurai,0,0,0,0,0,0,0,0,0,0,1,0
dev_muuki88,0,0,0,0,0,1,0,0,0,0,0,0
dev_vijay-singh-16,0,0,0,0,0,0,0,0,0,0,0,1
dev_pjaws,0,0,0,0,0,0,0,0,0,0,1,0
dev_chuyik,0,0,2,0,0,0,0,0,0,0,0,0
dev_lebron112,0,0,0,0,0,0,0,0,1,0,0,0
dev_siimon,0,0,0,0,0,0,0,1,0,0,0,0
dev_SampsonCrowley,0,1,0,1,0,0,0,0,1,0,0,0
dev_marcinkieruzel,0,1,0,0,0,0,0,0,0,0,0,0
dev_lockieluke,0,0,0,0,0,0,0,0,0,0,0,1
dev_KunalBurangi,0,0,0,0,0,0,2,0,1,0,0,0
dev_rajjaiswalsaumya,0,0,0,0,0,0,0,0,0,1,0,0
dev_enzomanuelmangano,0,0,0,0,0,0,0,1,0,0,0,0
dev_remarkablemark,0,0,0,0,0,0,0,1,0,0,0,0
dev_xQuotes,0,0,0,0,0,0,0,0,1,0,0,0
dev_cutterbl,0,0,0,1,0,0,0,0,0,0,0,0
dev_pvegh,0,0,0,0,3,0,0,0,1,0,0,0
dev_Sidnioulz,0,0,0,0,0,0,0,2,0,0,0,0
dev_NorthDecoder,3,0,0,0,0,0,0,0,0,0,0,0
dev_jarod-legault,0,1,0,0,0,0,0,0,0,0,0,0
dev_viceice,0,0,0,2,1,0,0,0,0,0,0,0
dev_RyanClementsHax,0,0,0,0,1,0,0,0,0,0,0,0
dev_iegik,0,0,1,0,0,0,0,0,0,0,0,0
dev_waterplea,1,0,0,0,0,0,0,0,0,0,0,0
dev_SalahAdDin,0,1,2,4,0,0,2,1,0,0,0,0
dev_wineman3,0,0,0,0,0,0,0,0,0,0,1,0
dev_jcollum,0,0,0,0,0,0,0,1,0,0,0,0
dev_alpwe,0,0,0,1,0,0,0,0,0,0,0,0
dev_paleite,0,0,0,1,0,0,0,0,0,0,0,0
dev_josephharrington,0,0,0,0,0,0,0,0,0,0,3,0
dev_SevenOutman,0,0,0,0,0,0,1,0,0,0,0,0
dev_james98k,0,1,0,0,0,0,0,0,0,0,0,0
dev_wardmatc,0,0,0,0,0,0,0,0,0,1,0,0
dev_mdeltito,0,0,0,0,0,0,0,1,0,0,0,0
dev_iqqmuT,0,4,1,0,0,0,0,0,0,0,0,0
dev_StreamOfMaya,0,0,0,0,1,0,0,0,0,0,0,0
dev_phracek,0,0,0,0,0,0,0,0,0,0,0,1
dev_SebastiaanNijland,0,0,0,0,0,1,0,0,0,0,0,0
dev_yeasir2148,0,0,1,0,0,0,0,0,0,0,0,0
dev_Ivaylo-Lafchiev,0,0,0,0,0,1,0,0,0,0,0,0
dev_ganshiqingyuan,0,0,0,0,0,0,0,3,0,0,0,0
dev_galilmori,0,1,0,0,0,0,0,0,0,0,0,0
dev_predam,0,0,0,0,0,0,0,0,0,0,1,0
dev_adongnmh,1,0,0,0,0,0,0,0,0,0,0,0
dev_cglacet,0,1,0,0,0,0,0,0,0,0,0,0
dev_shees-usman,0,0,0,0,1,0,0,0,0,0,0,0
dev_MehmetKaplan,0,0,0,0,0,0,0,0,0,0,0,3
dev_animanoir,0,0,0,0,0,0,0,0,0,0,0,3
dev_oxilor,0,0,0,0,0,3,5,0,0,0,0,0
dev_drazisil,0,0,0,1,0,2,0,0,0,0,0,0
dev_arderyp,0,0,0,0,2,1,0,0,0,0,3,2
dev_dcunited001,0,0,0,1,0,0,0,0,0,0,0,0
dev_hxgqh,2,0,0,0,0,0,0,0,0,0,0,0
dev_andorfermichael,0,0,0,0,1,0,5,0,0,0,0,0
dev_budarin,0,22,0,1,0,0,0,0,0,0,0,0
